ID,target
ID_0000005111,1
ID_0000389416,0
ID_0000634789,0
ID_0000778100,1
ID_0001123210,0
ID_0001249054,1
ID_0001660561,1
ID_0002213924,0
ID_0002486764,0
ID_0002553917,1
ID_0002645013,1
ID_0002714519,0
ID_0002723750,1
ID_0002849739,0
ID_0002853992,1
ID_0003422381,1
ID_0003479423,0
ID_0003726729,0
ID_0003855493,0
ID_0003976333,0
ID_0004033090,1
ID_0004095086,1
ID_0004099097,0
ID_0004151537,1
ID_0004983372,1
ID_0005147402,1
ID_0005304696,1
ID_0005660674,0
ID_0005808105,0
ID_0005923976,1
ID_0006077127,1
ID_0006182922,1
ID_0006222530,1
ID_0006380514,1
ID_0006974001,1
ID_0007119398,0
ID_0007594833,1
ID_0007747658,0
ID_0008690216,1
ID_0008735968,0
ID_0009257088,1
ID_0009464009,0
ID_0009531639,1
ID_0009576322,0
ID_0010271988,0
ID_0010699737,0
ID_0011054602,1
ID_0012048163,0
ID_0012103490,0
ID_0012357542,0
ID_0012758673,1
ID_0013491419,0
ID_0013908217,1
ID_0014140037,1
ID_0014492787,0
ID_0014526463,1
ID_0015070360,1
ID_0015476307,0
ID_0015499420,1
ID_0015580205,1
ID_0015758067,1
ID_0015848831,1
ID_0015882445,1
ID_0015975996,1
ID_0016196161,0
ID_0016221588,1
ID_0016453639,0
ID_0016482393,1
ID_0016608790,0
ID_0016648066,0
ID_0016883714,0
ID_0016984152,1
ID_0017119322,1
ID_0017282018,0
ID_0017289067,0
ID_0017295642,0
ID_0017343426,0
ID_0017605591,1
ID_0017606411,0
ID_0017951401,1
ID_0018084982,1
ID_0018095246,0
ID_0018312252,0
ID_0018417047,0
ID_0018498377,0
ID_0018717832,0
ID_0018807034,1
ID_0019235729,0
ID_0019711710,0
ID_0019841061,1
ID_0019987147,0
ID_0020029610,0
ID_0020056310,1
ID_0020192252,0
ID_0020658642,1
ID_0020860272,1
ID_0021009623,1
ID_0021135558,0
ID_0021406723,1
ID_0021560610,1
ID_0021707052,1
ID_0021838493,0
ID_0021875172,1
ID_0021947066,1
ID_0022642344,1
ID_0022905001,1
ID_0023091480,0
ID_0023114836,0
ID_0023295131,0
ID_0023400072,1
ID_0023533659,1
ID_0023716550,0
ID_0024009090,1
ID_0024298062,0
ID_0024434838,0
ID_0024455207,0
ID_0024589389,0
ID_0024657040,1
ID_0024740393,1
ID_0024827827,0
ID_0025522332,1
ID_0025683880,1
ID_0025705978,1
ID_0025902228,1
ID_0026011366,0
ID_0026081279,1
ID_0026288975,1
ID_0026796221,1
ID_0027368167,1
ID_0027432981,0
ID_0027557558,0
ID_0027684864,1
ID_0027741016,0
ID_0027746535,1
ID_0027869170,0
ID_0027886850,0
ID_0027965350,1
ID_0028859093,1
ID_0028893500,1
ID_0029063733,0
ID_0029141904,1
ID_0029151366,0
ID_0029489195,1
ID_0029540863,1
ID_0029696910,0
ID_0029891762,1
ID_0030116180,1
ID_0030213437,1
ID_0030350706,0
ID_0030431036,0
ID_0030431329,1
ID_0030530040,0
ID_0030721205,1
ID_0031003115,0
ID_0031332613,1
ID_0031386041,1
ID_0031510468,0
ID_0031794263,1
ID_0031871792,1
ID_0031874085,0
ID_0032030841,1
ID_0032353650,0
ID_0032563115,0
ID_0032723139,0
ID_0032805930,0
ID_0033069299,1
ID_0033323829,0
ID_0033324714,0
ID_0033331184,1
ID_0033484448,0
ID_0033505554,1
ID_0033664462,1
ID_0033743501,0
ID_0033970032,0
ID_0034228388,1
ID_0034330738,0
ID_0034479881,1
ID_0034604622,1
ID_0035497015,1
ID_0035729420,1
ID_0036081808,0
ID_0036259791,1
ID_0036400153,0
ID_0036480267,0
ID_0036757999,0
ID_0036960601,1
ID_0036989833,0
ID_0037083770,1
ID_0037503466,1
ID_0037598936,1
ID_0037700613,1
ID_0037736500,0
ID_0037795440,0
ID_0038005730,1
ID_0038683404,1
ID_0038927879,0
ID_0039428361,1
ID_0039743451,0
ID_0039763885,1
ID_0039966384,1
ID_0040136875,1
ID_0040364299,0
ID_0041007010,1
ID_0041625994,1
ID_0042021950,1
ID_0042094540,0
ID_0042259791,1
ID_0042318738,1
ID_0042969286,0
ID_0043732343,1
ID_0043860693,1
ID_0044081162,0
ID_0044213049,1
ID_0044689389,1
ID_0044764317,0
ID_0044777072,1
ID_0045030975,1
ID_0045043182,1
ID_0045360058,0
ID_0045791806,1
ID_0046127037,1
ID_0046266165,1
ID_0046591069,0
ID_0046880250,1
ID_0047213763,1
ID_0047398748,1
ID_0047444925,1
ID_0047607369,0
ID_0047700612,1
ID_0048001203,0
ID_0048256667,1
ID_0048339448,1
ID_0048583431,1
ID_0048669795,0
ID_0049026889,0
ID_0049410220,1
ID_0049504067,1
ID_0049949150,0
ID_0050005232,0
ID_0050453315,1
ID_0050650732,1
ID_0050718768,0
ID_0050767675,0
ID_0050862785,0
ID_0050985711,1
ID_0051115885,0
ID_0051482210,1
ID_0051645755,1
ID_0051654187,0
ID_0051843713,1
ID_0051980812,0
ID_0052183684,1
ID_0052228680,1
ID_0052276112,1
ID_0052662522,1
ID_0053224649,0
ID_0053409680,1
ID_0053555404,1
ID_0053706034,0
ID_0053965646,1
ID_0054176518,1
ID_0054646902,0
ID_0055092625,1
ID_0055162919,1
ID_0055348921,1
ID_0055391177,1
ID_0055431728,1
ID_0055706030,0
ID_0056091414,1
ID_0056100122,0
ID_0056590337,1
ID_0056826387,1
ID_0057238517,0
ID_0057358522,1
ID_0057917094,1
ID_0057992085,1
ID_0058776127,1
ID_0059051188,0
ID_0059203529,0
ID_0059280324,0
ID_0059482033,1
ID_0059737547,1
ID_0059943513,1
ID_0060037828,1
ID_0060771383,0
ID_0060808911,0
ID_0060874235,0
ID_0061373187,0
ID_0061605127,1
ID_0061812313,0
ID_0061892889,1
ID_0061999556,0
ID_0062091984,0
ID_0062160913,1
ID_0062510255,0
ID_0062546071,1
ID_0062632165,0
ID_0062793860,0
ID_0063290015,1
ID_0063588904,1
ID_0064033630,0
ID_0064149073,0
ID_0064415571,1
ID_0064452043,1
ID_0064468955,1
ID_0064832311,1
ID_0064847859,1
ID_0065175893,0
ID_0065337395,0
ID_0065439084,1
ID_0065553080,1
ID_0065734060,1
ID_0066067664,0
ID_0066538199,0
ID_0066859875,0
ID_0067095579,1
