ID,target
ID_0000005111,0.6
ID_0000389416,0.6
ID_0000634789,0.6
ID_0000778100,0.6
ID_0001123210,0.6
ID_0001249054,0.6
ID_0001660561,0.6
ID_0002213924,0.6
ID_0002486764,0.6
ID_0002553917,0.6
ID_0002645013,0.6
ID_0002714519,0.6
ID_0002723750,0.6
ID_0002849739,0.6
ID_0002853992,0.6
ID_0003422381,0.6
ID_0003479423,0.6
ID_0003726729,0.6
ID_0003855493,0.6
ID_0003976333,0.6
ID_0004033090,0.6
ID_0004095086,0.6
ID_0004099097,0.6
ID_0004151537,0.6
ID_0004983372,0.6
ID_0005147402,0.6
ID_0005304696,0.6
ID_0005660674,0.6
ID_0005808105,0.6
ID_0005923976,0.6
ID_0006077127,0.6
ID_0006182922,0.6
ID_0006222530,0.6
ID_0006380514,0.6
ID_0006974001,0.6
ID_0007119398,0.6
ID_0007594833,0.6
ID_0007747658,0.6
ID_0008690216,0.6
ID_0008735968,0.6
ID_0009257088,0.6
ID_0009464009,0.6
ID_0009531639,0.6
ID_0009576322,0.6
ID_0010271988,0.6
ID_0010699737,0.6
ID_0011054602,0.6
ID_0012048163,0.6
ID_0012103490,0.6
ID_0012357542,0.6
ID_0012758673,0.6
ID_0013491419,0.6
ID_0013908217,0.6
ID_0014140037,0.6
ID_0014492787,0.6
ID_0014526463,0.6
ID_0015070360,0.6
ID_0015476307,0.6
ID_0015499420,0.6
ID_0015580205,0.6
ID_0015758067,0.6
ID_0015848831,0.6
ID_0015882445,0.6
ID_0015975996,0.6
ID_0016196161,0.6
ID_0016221588,0.6
ID_0016453639,0.6
ID_0016482393,0.6
ID_0016608790,0.6
ID_0016648066,0.6
ID_0016883714,0.6
ID_0016984152,0.6
ID_0017119322,0.6
ID_0017282018,0.6
ID_0017289067,0.6
ID_0017295642,0.6
ID_0017343426,0.6
ID_0017605591,0.6
ID_0017606411,0.6
ID_0017951401,0.6
ID_0018084982,0.6
ID_0018095246,0.6
ID_0018312252,0.6
ID_0018417047,0.6
ID_0018498377,0.6
ID_0018717832,0.6
ID_0018807034,0.6
ID_0019235729,0.6
ID_0019711710,0.6
ID_0019841061,0.6
ID_0019987147,0.6
ID_0020029610,0.6
ID_0020056310,0.6
ID_0020192252,0.6
ID_0020658642,0.6
ID_0020860272,0.6
ID_0021009623,0.6
ID_0021135558,0.6
ID_0021406723,0.6
ID_0021560610,0.6
ID_0021707052,0.6
ID_0021838493,0.6
ID_0021875172,0.6
ID_0021947066,0.6
ID_0022642344,0.6
ID_0022905001,0.6
ID_0023091480,0.6
ID_0023114836,0.6
ID_0023295131,0.6
ID_0023400072,0.6
ID_0023533659,0.6
ID_0023716550,0.6
ID_0024009090,0.6
ID_0024298062,0.6
ID_0024434838,0.6
ID_0024455207,0.6
ID_0024589389,0.6
ID_0024657040,0.6
ID_0024740393,0.6
ID_0024827827,0.6
ID_0025522332,0.6
ID_0025683880,0.6
ID_0025705978,0.6
ID_0025902228,0.6
ID_0026011366,0.6
ID_0026081279,0.6
ID_0026288975,0.6
ID_0026796221,0.6
ID_0027368167,0.6
ID_0027432981,0.6
ID_0027557558,0.6
ID_0027684864,0.6
ID_0027741016,0.6
ID_0027746535,0.6
ID_0027869170,0.6
ID_0027886850,0.6
ID_0027965350,0.6
ID_0028859093,0.6
ID_0028893500,0.6
ID_0029063733,0.6
ID_0029141904,0.6
ID_0029151366,0.6
ID_0029489195,0.6
ID_0029540863,0.6
ID_0029696910,0.6
ID_0029891762,0.6
ID_0030116180,0.6
ID_0030213437,0.6
ID_0030350706,0.6
ID_0030431036,0.6
ID_0030431329,0.6
ID_0030530040,0.6
ID_0030721205,0.6
ID_0031003115,0.6
ID_0031332613,0.6
ID_0031386041,0.6
ID_0031510468,0.6
ID_0031794263,0.6
ID_0031871792,0.6
ID_0031874085,0.6
ID_0032030841,0.6
ID_0032353650,0.6
ID_0032563115,0.6
ID_0032723139,0.6
ID_0032805930,0.6
ID_0033069299,0.6
ID_0033323829,0.6
ID_0033324714,0.6
ID_0033331184,0.6
ID_0033484448,0.6
ID_0033505554,0.6
ID_0033664462,0.6
ID_0033743501,0.6
ID_0033970032,0.6
ID_0034228388,0.6
ID_0034330738,0.6
ID_0034479881,0.6
ID_0034604622,0.6
ID_0035497015,0.6
ID_0035729420,0.6
ID_0036081808,0.6
ID_0036259791,0.6
ID_0036400153,0.6
ID_0036480267,0.6
ID_0036757999,0.6
