ID,target
ID_0000005111,0.8119058811918746
ID_0000389416,0.2620832482328999
ID_0000634789,0.5044922008976261
ID_0000778100,1.0066197984184053
ID_0001123210,0.5711052681709221
ID_0001249054,0.8852888518595032
ID_0001660561,0.6265572143703949
ID_0002213924,0.3170875440804104
ID_0002486764,0.45768390195186975
ID_0002553917,0.9434901548344368
ID_0002645013,0.7002292295905712
ID_0002714519,0.12429842161857468
ID_0002723750,0.6481691698072732
ID_0002849739,0.21773548528328057
ID_0002853992,1.096214302293272
ID_0003422381,0.8597781135607508
ID_0003479423,0.20564556995001454
ID_0003726729,0.5770211959987408
ID_0003855493,0.21533641022361516
ID_0003976333,0.46052586953190877
ID_0004033090,0.6015497655206453
ID_0004095086,0.9011183451328422
ID_0004099097,0.10130611138552026
ID_0004151537,0.6049402064284994
ID_0004983372,0.6607974553410689
ID_0005147402,0.6032195180610318
ID_0005304696,0.9768032474276881
ID_0005660674,0.6948251165160356
ID_0005808105,0.2781115911052218
ID_0005923976,0.4316635413289496
ID_0006077127,0.35878335790002064
ID_0006182922,0.9165531858390383
ID_0006222530,0.874066200269952
ID_0006380514,0.9573613252312194
ID_0006974001,0.6426171571945174
ID_0007119398,0.10492784620670514
ID_0007594833,0.5846700789584298
ID_0007747658,0.5953396508036574
ID_0008690216,0.4599904799164998
ID_0008735968,0.13695752398686217
ID_0009257088,0.5974717952888106
ID_0009464009,0.30022104082910106
ID_0009531639,0.9255942759268778
ID_0009576322,0.46744216129917426
ID_0010271988,0.3939330675260464
ID_0010699737,0.5964890209793121
ID_0011054602,0.46383939512938877
ID_0012048163,0.5122030085191629
ID_0012103490,0.28669810477270796
ID_0012357542,0.18177634677035537
ID_0012758673,0.6619516626024325
ID_0013491419,0.19951338806595703
ID_0013908217,0.9188965861750278
ID_0014140037,0.9622706740427284
ID_0014492787,0.4890148708523863
ID_0014526463,0.21069716506779695
ID_0015070360,0.8520393222611385
ID_0015476307,0.4368835887641132
ID_0015499420,0.6532774642607972
ID_0015580205,0.45773435625531894
ID_0015758067,0.4623802839661344
ID_0015848831,0.7011625628805108
ID_0015882445,1.0840051860665687
ID_0015975996,0.4459906621251041
ID_0016196161,0.4627553089465099
ID_0016221588,0.5915140944829521
ID_0016453639,0.4438634047182376
ID_0016482393,0.7346134332222036
ID_0016608790,0.3278029182296486
ID_0016648066,0.7748967861857687
ID_0016883714,0.25827166117097644
ID_0016984152,0.7589013266132473
ID_0017119322,0.8238573220365775
ID_0017282018,0.1972770682002371
ID_0017289067,0.590674688807612
ID_0017295642,0.2845260777650185
ID_0017343426,0.21149004381997705
ID_0017605591,1.006863562796141
ID_0017606411,0.3126005097670954
ID_0017951401,0.6094538627117979
ID_0018084982,0.649240268636511
ID_0018095246,0.5770414080921742
ID_0018312252,0.4872953165191241
ID_0018417047,0.3514476257975584
ID_0018498377,0.26624823477438003
ID_0018717832,0.43533437703573863
ID_0018807034,0.36976823877007725
ID_0019235729,0.5312310744131359
ID_0019711710,0.39250546885527743
ID_0019841061,0.5159280257723148
ID_0019987147,0.0761332381969041
ID_0020029610,0.6160178517507534
ID_0020056310,0.9156762752890379
ID_0020192252,0.23985372617820744
ID_0020658642,0.8613425650700108
ID_0020860272,0.7735465601661535
ID_0021009623,0.6788380386514767
ID_0021135558,0.5203171955343049
ID_0021406723,0.7099185165623441
ID_0021560610,0.9325235101599543
ID_0021707052,0.8728495460580408
ID_0021838493,0.3025708465583502
ID_0021875172,1.0046883511769023
ID_0021947066,0.7998826915972661
ID_0022642344,0.5470449498215884
ID_0022905001,0.7294320993864147
ID_0023091480,0.5776052382267087
ID_0023114836,0.3219283648856676
ID_0023295131,0.6997266498163356
ID_0023400072,0.9211910947447026
ID_0023533659,0.6851168696611496
ID_0023716550,0.35689923554310476
ID_0024009090,0.9226638408190976
ID_0024298062,0.12208041585403084
ID_0024434838,0.7070449607552811
ID_0024455207,0.31521522600542057
ID_0024589389,0.6297398656884516
ID_0024657040,0.6625225843837885
ID_0024740393,0.6990062809533999
ID_0024827827,0.3241515243031373
ID_0025522332,0.7431490199224702
ID_0025683880,0.9288171761254342
ID_0025705978,0.8241159294211396
ID_0025902228,0.368600313976171
ID_0026011366,0.41041556395682977
ID_0026081279,0.6262487332466036
ID_0026288975,0.688347561378648
ID_0026796221,0.8736289186102011
ID_0027368167,0.7859828802407884
ID_0027432981,0.4778952100764913
ID_0027557558,0.6580909199159988
ID_0027684864,0.7077999933578472
ID_0027741016,0.5384603384870219
ID_0027746535,0.7940411725537334
ID_0027869170,0.21718860127315498
ID_0027886850,0.13086720218857767
ID_0027965350,0.8216203556364277
ID_0028859093,0.5805405796650228
ID_0028893500,0.909610323421894
ID_0029063733,0.3711959715053572
ID_0029141904,0.5782443996874739
ID_0029151366,0.10834268083175325
ID_0029489195,0.9595510105635148
ID_0029540863,0.7781212340272657
ID_0029696910,0.3387537391125836
ID_0029891762,0.9540472608582882
ID_0030116180,0.35868716136266887
ID_0030213437,0.7972685997021844
ID_0030350706,0.44656506259425444
ID_0030431036,0.5281193983057787
ID_0030431329,0.4590590881489519
ID_0030530040,0.4651471978540255
ID_0030721205,0.9526477123476331
ID_0031003115,0.3483510287773915
ID_0031332613,0.6024418713669705
ID_0031386041,0.6769125956905911
ID_0031510468,0.14543004732510018
ID_0031794263,0.8210391930993114
ID_0031871792,0.9143261221277168
ID_0031874085,0.2565924247935422
ID_0032030841,0.663638959724321
ID_0032353650,0.1933199070662785
ID_0032563115,0.5088570853602972
ID_0032723139,0.4277675508686989
ID_0032805930,0.2922045682348374
ID_0033069299,0.7043593188805707
ID_0033323829,0.3426517370896315
ID_0033324714,0.28940070716905336
ID_0033331184,0.6817574697851388
ID_0033484448,0.3862604676001711
ID_0033505554,0.6395189528411622
ID_0033664462,0.7118089952977951
ID_0033743501,0.36062080365805804
ID_0033970032,0.07391462753998024
ID_0034228388,0.9559524314696408
ID_0034330738,0.4405425769382627
ID_0034479881,0.5146944383826505
ID_0034604622,0.681820373871084
ID_0035497015,0.8944490732430359
ID_0035729420,0.4023023192291296
ID_0036081808,0.38614299304255123
ID_0036259791,0.8621973155593525
ID_0036400153,0.6510660687245917
ID_0036480267,0.34428712509030945
ID_0036757999,0.3830344021359837
ID_0036960601,0.6605432693216624
ID_0036989833,0.18913606503613745
ID_0037083770,0.7801286306273026
ID_0037503466,0.6825466049032606
ID_0037598936,0.8503899771037904
ID_0037700613,1.0406724997140362
ID_0037736500,0.33773175382108755
ID_0037795440,0.24941602960302556
ID_0038005730,0.45970284837231495
ID_0038683404,0.6936980693355659
ID_0038927879,0.47699903728114684
ID_0039428361,0.4789848181225808
ID_0039743451,0.4314208351782307
ID_0039763885,1.0133382641528137
ID_0039966384,0.7901165355214675
ID_0040136875,0.4374836651985625
ID_0040364299,0.5063255279216036
ID_0041007010,0.5850369398795144
ID_0041625994,0.9495073937242966
ID_0042021950,0.6843250361462725
ID_0042094540,0.5948779500235349
ID_0042259791,0.6596791033156987
ID_0042318738,0.7553235123340158
ID_0042969286,0.3265791633835907
ID_0043732343,0.48608887111661386
ID_0043860693,0.9055147527453189
ID_0044081162,0.6185810881817482
ID_0044213049,0.9283188003220606
ID_0044689389,1.1051241090690367
ID_0044764317,0.42992408975191754
ID_0044777072,1.069163856538853
ID_0045030975,0.9191966569188792
ID_0045043182,0.6983361697556791
ID_0045360058,0.4952774070242938
ID_0045791806,0.7677479373683215
ID_0046127037,0.9942937950294456
ID_0046266165,0.8638280846258385
ID_0046591069,0.5067542420141717
ID_0046880250,0.4213780318360577
ID_0047213763,0.6885855579366611
ID_0047398748,0.9192517720761564
ID_0047444925,0.6458655901413417
ID_0047607369,0.1971083950882047
ID_0047700612,0.9001183251642393
ID_0048001203,0.40126951419028445
ID_0048256667,0.571323409821875
ID_0048339448,0.9000965770587654
ID_0048583431,0.5426676613776642
ID_0048669795,0.548541885018729
ID_0049026889,0.34202872925449856
ID_0049410220,0.7875715364960969
ID_0049504067,0.5888055632388258
ID_0049949150,0.4359824309443445
ID_0050005232,0.6125067819295447
ID_0050453315,0.5982403189050554
ID_0050650732,0.7694228679448314
ID_0050718768,0.4018288852110651
ID_0050767675,0.3651347583259328
ID_0050862785,0.3719963262964605
ID_0050985711,0.5512514534316415
ID_0051115885,0.3423549511776798
ID_0051482210,0.689996312930667
ID_0051645755,1.0291878517067055
ID_0051654187,0.3343554884020514
ID_0051843713,0.7678147292291002
ID_0051980812,0.36661417983142663
ID_0052183684,1.0412550194179528
ID_0052228680,0.7931427606751325
ID_0052276112,0.3899179617120345
ID_0052662522,0.7509130810932829
ID_0053224649,0.230674868921255
ID_0053409680,0.6961367836953396
ID_0053555404,0.9476223460757298
ID_0053706034,0.5506684594259764
ID_0053965646,0.46582789747644154
ID_0054176518,0.7408755052723052
ID_0054646902,0.5453698596190165
ID_0055092625,0.8290537768426776
ID_0055162919,0.6374793014959301
ID_0055348921,0.7343331450674568
ID_0055391177,0.5416671501211234
ID_0055431728,0.9822081441201655
ID_0055706030,0.22044160146614172
ID_0056091414,0.9153682958038228
ID_0056100122,0.45044499771608293
ID_0056590337,0.9271055214928601
ID_0056826387,0.9937776385913298
ID_0057238517,0.41432471688844097
ID_0057358522,0.4803499132662489
ID_0057917094,0.2955701146191635
ID_0057992085,0.6143666248031322
ID_0058776127,0.7747765421118507
ID_0059051188,0.24938299532370634
ID_0059203529,0.4539729677841177
ID_0059280324,0.14259553358991123
ID_0059482033,0.7794952472760448
ID_0059737547,0.7489806051804611
ID_0059943513,0.7784213194133603
ID_0060037828,0.9956861876318017
ID_0060771383,0.2226838702884188
ID_0060808911,0.15820818414566878
ID_0060874235,0.49260531368257576
ID_0061373187,0.3257106287407807
ID_0061605127,0.653287930444621
ID_0061812313,0.2513169841570943
ID_0061892889,0.28434710455333273
ID_0061999556,0.39311207768258793
ID_0062091984,0.19259957532259486
ID_0062160913,0.8615009730641505
ID_0062510255,0.4686127874628067
ID_0062546071,0.5498710385956336
ID_0062632165,0.37834609895988647
ID_0062793860,0.4610677309343793
ID_0063290015,0.9196884175427988
ID_0063588904,0.6624123840366359
ID_0064033630,0.6107707708441704
ID_0064149073,0.30152789190360485
ID_0064415571,0.6045495026641515
ID_0064452043,0.7558019370386921
