Square_ID,target_2019
4e3c3896-14ce-11ea-bce5-f49634744a41,0.0
4e3c3897-14ce-11ea-bce5-f49634744a41,0.0
4e3c3898-14ce-11ea-bce5-f49634744a41,0.032889324809999995
4e3c3899-14ce-11ea-bce5-f49634744a41,0.08215782199
4e3c389a-14ce-11ea-bce5-f49634744a41,0.08215782199
4e3c389b-14ce-11ea-bce5-f49634744a41,0.11351218954
4e3c389c-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c389d-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c389e-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c389f-14ce-11ea-bce5-f49634744a41,0.0
4e3c38a0-14ce-11ea-bce5-f49634744a41,0.0
4e3c38a1-14ce-11ea-bce5-f49634744a41,0.0
4e3c38a2-14ce-11ea-bce5-f49634744a41,0.03584354797
4e3c38a3-14ce-11ea-bce5-f49634744a41,0.09789490168
4e3c38a4-14ce-11ea-bce5-f49634744a41,0.12578833964
4e3c38a5-14ce-11ea-bce5-f49634744a41,0.15339069363000002
4e3c38a6-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c38a7-14ce-11ea-bce5-f49634744a41,0.12496409538
4e3c38a8-14ce-11ea-bce5-f49634744a41,0.12496409538
4e3c38a9-14ce-11ea-bce5-f49634744a41,0.14011447800000001
4e3c38aa-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c38ab-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c38ac-14ce-11ea-bce5-f49634744a41,0.09789490168
4e3c38ad-14ce-11ea-bce5-f49634744a41,0.0
4e3c38ae-14ce-11ea-bce5-f49634744a41,0.0
4e3c38af-14ce-11ea-bce5-f49634744a41,0.0013324471500000001
4e3c38b0-14ce-11ea-bce5-f49634744a41,0.08215782199
4e3c38b1-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c38b2-14ce-11ea-bce5-f49634744a41,0.09092154219
4e3c38b3-14ce-11ea-bce5-f49634744a41,0.09092154219
